"problem","class","term","estimate","z_value"
"binary",NA,"SoundVa_IntervalP8_Per",-0.0381338095167796,-2.10321003836404
"binary",NA,"PartVnI_Degree.4_Per_relative",-0.0487782085437391,-2.08374145149566
"binary",NA,"dum_TempoGrouped1_Andante",-0.0508333377512474,-2.08114329806133
"binary",NA,"PartVa_DynMean",0.0488158680454771,2.07733589645828
"binary",NA,"PartHnII_IntervalP4_Per",-0.0375287200123127,-2.06174260662647
"binary",NA,"SoundHn_IntervalP.5_Per",-0.037405711089555,-2.05193694220674
"binary",NA,"SoundSop_IntervalA2_Per",0.0491208122434618,2.05012474683258
"binary",NA,"SoundVa_IntervallicTrimDiff",0.0404374085806946,2.0379557752312
"binary",NA,"SoundVa_AbsoluteIntervallicTrimDiff",-0.0407701110426279,-2.01564067640439
"binary",NA,"PartVnII_Degree.6_Per_relative",-0.0486279728724649,-2.01446726796061
"binary",NA,"PartVnII_Degree.4_Per_relative",-0.0448932995631424,-1.9845774942229
"binary",NA,"SoundVa_AbsoluteIntervallicKurtosis",-0.0380728085906229,-1.97469993133769
"binary",NA,"PartVnI.PartBs_Texture",-0.0628112080840998,-1.96641182348536
"binary",NA,"PartVnI_Acc_avg_abs_step_4.0",0.048263499347028,1.96265452041942
"multi","Johann Adolph Hasse","SoundVa_DescendingIntervallicMean",0.0912697828845669,3.90635341245099
"multi","Johann Christian Bach","SoundBs_Ambitus",-0.106566785546102,-3.71941641812739
"multi","Gennaro Manna","Score_LowestNoteIndex",-0.111307091439929,-3.66053481584026
"multi","Johann Adolph Hasse","SoundVa_IntervalM.2_Per",0.105609449121903,3.6488620467059
"multi","Gioacchino Cocchi","SoundVa_LowestNoteIndex",0.103839079375302,3.49131484362974
"multi","Baldassare Galuppi","Score_DynMean_weighted",-0.0997341223773407,-3.34297971880448
"multi","Johann Adolph Hasse","SoundVa_DescendingIntervallicStd",-0.0772531045226232,-3.27460466381252
"multi","Baldassare Galuppi","Score_SyllabicRatio",-0.136311552042093,-3.26285206389948
"multi","Baldassare Galuppi","PartVnI_DottedRhythm",0.134364407988644,3.22134016137895
"multi","Johann Adolph Hasse","Harmony_Numerals_V_Per",0.0882427035501621,3.04457106496623
"multi","Gennaro Manna","SoundVa_LowestNoteIndex",-0.0905852192117419,-2.94307989733219
"multi","Johann Adolph Hasse","Score_SyllabicRatio",0.123271455050921,2.9299472768321
"multi","Johann Christian Bach","PartVnII_HighestNoteIndex",-0.088253933052405,-2.90587853489733
"multi","Johann Adolph Hasse","Score_DynMean",0.0861198951332736,2.86290889302444
"multi","Johann Christian Bach","PartVa_Degree1_Per_relative",0.0873704543360436,2.85039436535288
"multi","Baldassare Galuppi","SoundBs_Ambitus",0.0903806607805333,2.84103111784278
"multi","Baldassare Galuppi","PartBs_Degreeb3_Per_relative",0.123711812274175,2.83899836203706
"multi","Johann Christian Bach","PartHnII_IntervalP5_Per",0.0917133309377062,2.8362476114116
"multi","Johann Christian Bach","PartVnII_Ambitus",-0.0832503815552962,-2.81408838048337
"multi","Baldassare Galuppi","SoundVa_DescendingIntervallicStd",0.0656325868580931,2.78130336648013
"multi","Baldassare Galuppi","SoundBs_DescendingIntervallicStd",0.0760070017294291,2.77224524352173
"multi","Johann Christian Bach","SoundBs_Intervalm3_Per",0.0767367778955926,2.73466448872777
"multi","Johann Christian Bach","Harmony_HarmonicRhythm",-0.0814247787646538,-2.71906371191563
"multi","Johann Christian Bach","PartBs_Degree1_Per_relative",0.0740269093037611,2.68593586657961
"multi","Johann Adolph Hasse","dum_FamilyScoring_ww.voice.str",0.0725835619681314,2.66981316143792
"multi","Johann Adolph Hasse","Harmony_Chords_Grouping_2T_Per",-0.0884473801577645,-2.61875206307298
"multi","Baldassare Galuppi","SoundSop_Intervald.5_Per",0.103083197052289,2.59994898447315
"multi","Johann Adolph Hasse","PartHnI_IntervalM3_Per",-0.0720252162372136,-2.59113712685105
"multi","Baldassare Galuppi","Score_Degree4_Per_relative",-0.0814699862300608,-2.54298359812728
"multi","Gioacchino Cocchi","Score_LowestNoteIndex",0.0728031528687439,2.5290542248582
"multi","Baldassare Galuppi","Harmony_Chord_V7_Per",-0.0874362919793116,-2.52347296490783
"multi","Gioacchino Cocchi","PartVa_Degree.4_Per_relative",0.0758064034721323,2.51794701321265
"multi","Gennaro Manna","SoundVa_AscendingIntervallicStd",0.0535982381340381,2.51461079158786
"multi","Johann Adolph Hasse","SoundVa_AbsoluteIntervallicStd",-0.0474007855139827,-2.51269223467535
"multi","Johann Adolph Hasse","PartVa_Degree2_Per_relative",0.0895193354715197,2.46160738166832
"multi","Johann Adolph Hasse","PartVa_Degree6_Per_relative",0.0836832715323475,2.45328709133389
"multi","Gennaro Manna","SoundBs_HighestNoteIndex",-0.07553002725773,-2.43652342305373
"multi","Johann Adolph Hasse","PartVnII_Degree3_Per_relative",-0.0810614741246671,-2.42785563801725
"multi","Gioacchino Cocchi","SoundBs_IntervalA4_Per",0.0859782531587198,2.41772550467718
"multi","Johann Adolph Hasse","SoundVa_IntervalP4_Per",-0.0792845041288312,-2.40591224501212
"multi","Johann Adolph Hasse","SoundVa_IntervallicSkewness",0.0732870440509899,2.40289798288765
"multi","Johann Adolph Hasse","PartVnI_DynMean_weighted",0.0839540883223994,2.37926277759967
"multi","Johann Christian Bach","SoundBs_DescendingIntervallicStd",-0.0597544394627504,-2.36986692292982
"multi","Johann Adolph Hasse","Harmony_Key_V_PercentageMeasures",-0.0786183178755386,-2.36886048270853
"multi","Baldassare Galuppi","SoundBs_IntervalP.8_Per",0.0537684013474314,2.35685777016169
"multi","Baldassare Galuppi","PartBs_Degree3_Per_relative",0.0857599780629455,2.35231120265252
"multi","Johann Christian Bach","SoundBs_Intervalm.3_Per",0.0691236581254238,2.34124682965406
"multi","Johann Adolph Hasse","Score_Degree2_Per_relative",0.0720411141903902,2.32858385994874
"multi","Gioacchino Cocchi","Measures",-0.0641070078106554,-2.31787266033548
"multi","Johann Adolph Hasse","PartHnII_Intervalm6_Per",-0.0733037650023337,-2.3040391494081
"multi","Gioacchino Cocchi","PartVnII_DynMean",0.0591874730776054,2.2851719346312
"multi","Baldassare Galuppi","PartVnI_Degree2_Per_relative",0.0856927518060624,2.26248805262778
"multi","Gennaro Manna","PartBs_DynMean",-0.071429873136483,-2.26144748056544
"multi","Gennaro Manna","SoundVa_AscendingIntervallicMean",0.0529763007173428,2.25076099701117
"multi","Gennaro Manna","SoundBs_AscendingIntervallicStd",0.0509580256059272,2.24939691537306
"multi","Baldassare Galuppi","SoundVa_IntervalP4_Per",0.0751616555519194,2.24465747637533
"multi","Baldassare Galuppi","PartHnI_IntervalM3_Per",0.070548621387538,2.23454665103983
"multi","Baldassare Galuppi","PartVnI_Degree1_Per_relative",-0.0742264914564917,-2.21259560819639
"multi","Baldassare Galuppi","PartVnII_Degree4_Per_relative",-0.0851729058004139,-2.2085330624771
"multi","Johann Adolph Hasse","Harmony_Chord_V7_Per",0.0765809707093823,2.19502466907051
"multi","Johann Christian Bach","Harmony_Chord_ii7_Per",-0.0799366154556625,-2.18758294276141
"multi","Johann Adolph Hasse","SoundVa_IntervalM2_Per",0.0741979811673854,2.17595297370897
"multi","Johann Christian Bach","PartBs_Degree3_Per_relative",-0.0691155599629469,-2.16778407772225
"multi","Johann Christian Bach","Harmony_Chord_V7_Per",0.0668120875302019,2.16020910879695
"multi","Gioacchino Cocchi","PartVnII_Acc_avg_abs_step_4.0",0.0596656028850753,2.13925000999805
"multi","Johann Christian Bach","SoundVa_LowestNoteIndex",0.0700296253579893,2.13326719157618
"multi","Johann Adolph Hasse","SoundVa_Intervalm.2_Per",0.062333324563301,2.13260692621528
"multi","Gennaro Manna","PartVnI_DottedRhythm",-0.0693701424168754,-2.12012510736042
"multi","Baldassare Galuppi","Score_IntervalP.8_Per",0.0509225395541591,2.11666617534161
"multi","Johann Adolph Hasse","SoundBs_IntervalP5_Per",0.0805898423526953,2.11307512101182
"multi","Baldassare Galuppi","Score_Degree3_Per_relative",0.0680083931311295,2.0999522929266
"multi","Gennaro Manna","PartVnI_DynMean_weighted",-0.0560899844204083,-2.08971434193093
"multi","Gennaro Manna","Harmony_Key_Modulatory_IV",-0.072833365893254,-2.07410215664548
"multi","Gennaro Manna","SoundVa_IntervalM.6_Per",0.065368178470139,2.07203838906527
"multi","Gennaro Manna","PartHnII_AbsoluteIntervallicKurtosis",0.069730844357153,2.06744410123766
"multi","Baldassare Galuppi","SoundVa_IntervallicTrimDiff",-0.0572295489139262,-2.06559689883995
"multi","Johann Adolph Hasse","Score_Degree3_Per_relative",-0.0660941038278714,-2.06162060788544
"multi","Johann Adolph Hasse","PartVnI_IntervalP.5_Per",0.0726920942295667,2.05934855798783
"multi","Baldassare Galuppi","PartVnI_Degree4_Per_relative",-0.0776921407988274,-2.05496611841906
"multi","Johann Adolph Hasse","PartVnII_IntervallicMean",-0.0793829337366101,-2.04870901862101
"multi","Gioacchino Cocchi","Score_DynMean",0.0481444445007618,2.04856827376687
"multi","Johann Adolph Hasse","PartVnII_Intervalm.3_Per",-0.0698935184078499,-2.04024561708696
"multi","Gennaro Manna","Harmony_Numerals_V_Per",-0.0533648858278007,-2.02898784712057
"multi","Baldassare Galuppi","PartBs_DottedRhythm",0.0848700003851373,2.02885300558618
"multi","Gioacchino Cocchi","SoundVa_Intervalm.3_Per",0.0536236750279253,2.02842921347155
"multi","Johann Christian Bach","Score_Degree5_Per_relative",0.057828654952398,2.02229522648505
"multi","Baldassare Galuppi","PartVnI_IntervalP8_Per",-0.0691305488016192,-2.01185455571728
"multi","Gennaro Manna","SoundBs_IntervalA1_Per",-0.0570901670279438,-2.01010398282858
"multi","Gennaro Manna","SoundVa_Intervalm3_Per",-0.0541343673376628,-2.00907726943975
"multi","Gennaro Manna","Harmony_Key_iii_PercentageMeasures",0.0842106083448208,2.00897290726374
"multi","Baldassare Galuppi","PartVnI_Degree.1_Per_relative",0.0735506047044406,2.00783183168231
"multi","Johann Adolph Hasse","Score_IntervalsPerfectAsc_Per",0.041516649806768,1.99944083626151
"multi","Gennaro Manna","Score_Degree2_Per_relative",-0.0521195374198872,-1.99250510604643
"multi","Gennaro Manna","Harmony_Numerals_.vii_Per",0.0489181361317472,1.99023572310782
"multi","Johann Adolph Hasse","SoundBs_IntervalP.5_Per",0.0724964042478901,1.98798724164459
"multi","Gioacchino Cocchi","PartBs_DynMean_weighted",0.0431543697281341,1.97431603437433
"multi","Johann Adolph Hasse","dum_Tempo_Andante",-0.081412265929246,-1.97105097400947
"multi","Johann Christian Bach","PartVnI_DottedRhythm",-0.0604130535844868,-1.9706070387369
"multi","Johann Christian Bach","PartVnII_Degree3_Per_relative",0.0615472866382511,1.96624612784338
"multi","Gennaro Manna","Harmony_Chords_Grouping_1sd_Per",-0.0533433654931497,-1.96231114740365
