"class","marker","pct","rank","AriaId","value","AriaName","AriaOpera"
"Baldassare Galuppi","PartBs_Degree3_Per_relative",27.2267947362438,1,1281,0.223300970873786,"Se_viver","Ale"
"Baldassare Galuppi","PartBs_Degree3_Per_relative",27.2267947362438,2,701,0.205985915492958,"Il_regno","Ale"
"Baldassare Galuppi","PartBs_Degree3_Per_relative",27.2267947362438,3,686,0.204787234042553,"Se_dalle","Did"
