"marker","pct","Composer","direction","rank","AriaId","AriaName","AriaOpera","value","mean_galuppi","mean_perez","mean_jommelli","mean_hasse"
"Harmony_Chord_IV_Per",-4.56321907331708,"Johann Adolph Hasse","high",2,868,"Ah_che","Dem",0.170588235294118,0.0878873599275185,0.0740730711403317,0.0995550333645312,0.0825254510574882
"Harmony_Chord_IV_Per",-4.56321907331708,"Johann Adolph Hasse","high",3,2076,"Pallido_il","Art",0.169590643274854,0.0878873599275185,0.0740730711403317,0.0995550333645312,0.0825254510574882
"Harmony_Chord_types_major.triad",4.42565236811561,"Baldassare Galuppi","low",1,1159,"Va_crescendo","Did",0.301587301587302,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Baldassare Galuppi","low",2,2529,"Tormento_il","Did",0.364197530864197,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Baldassare Galuppi","low",3,677,"Se_amore","Ale",0.38255033557047,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Davide Perez","high",1,1350,"Se_mai","Ale",0.923076923076923,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Davide Perez","high",2,1383,"Mio_ben","Ale",0.790393013100437,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Davide Perez","high",3,694,"Se_mai","Ale",0.779411764705882,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Niccolò Jommelli","low",1,1178,"Padre_perdona","Dem",0.324817518248175,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Niccolò Jommelli","low",2,90,"Misero_pargoletto","Dem",0.340314136125654,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Niccolò Jommelli","low",3,225,"Nel_duol","Did",0.3717277486911,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Johann Adolph Hasse","low",1,570,"Prudente_mi","Dem",0.262857142857143,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Johann Adolph Hasse","low",2,2727,"Prigioniera_abbandonata","Adr",0.334745762711864,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_types_major.triad",4.42565236811561,"Johann Adolph Hasse","low",3,747,"Perder_lamato","Ale",0.347417840375587,0.618217815210151,0.653721600473784,0.613075357048877,0.593972682177735
"Harmony_Chord_vi_Per",-9.57308128198852,"Baldassare Galuppi","high",1,1144,"Son_regina","Did",0.0797342192691029,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Baldassare Galuppi","high",2,1284,"Dove_si","Ale",0.075,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Baldassare Galuppi","high",3,1230,"Odo_il","Dem",0.0735294117647058,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Davide Perez","low",1,2758,"Dal_labro","Adr",0,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Davide Perez","low",2,2761,"Dopo_un","Adr",0,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Davide Perez","low",3,2760,"Prigioniera_abbandonata","Adr",0,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Niccolò Jommelli","high",1,1575,"Se_mai","Ale",0.0769230769230769,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Niccolò Jommelli","high",2,2394,"Conservati_fedele","Art",0.0728155339805825,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Niccolò Jommelli","high",3,344,"Tu_mi_scorgi","Did",0.0673400673400673,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Johann Adolph Hasse","high",1,726,"Se_mai","Ale",0.113744075829384,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Johann Adolph Hasse","high",2,2315,"Se_e","Ale",0.103571428571428,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chord_vi_Per",-9.57308128198852,"Johann Adolph Hasse","high",3,2287,"Se_mai","Ale",0.0909090909090909,0.0246257978138837,0.00879949622279173,0.0218126769490413,0.0282843218176205
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Baldassare Galuppi","high",1,1144,"Son_regina","Did",0.219269102990033,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Baldassare Galuppi","high",2,2531,"Vado_ma","Did",0.20952380952381,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Baldassare Galuppi","high",3,2021,"Per_quel","Art",0.206642066420664,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Davide Perez","low",1,1342,"Vedrai_con","Ale",0.0436893203883495,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Davide Perez","low",2,1070,"Son_confusa","Ale",0.0444444444444444,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Davide Perez","low",3,1343,"Vil_trofeo","Ale",0.0454545454545454,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Niccolò Jommelli","low",1,149,"Quando_saprai","Did",0.025,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Niccolò Jommelli","low",2,2123,"Vo_solcando","Art",0.0421052631578947,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Niccolò Jommelli","low",3,91,"Se_tutti","Dem",0.0425531914893617,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Johann Adolph Hasse","high",1,2311,"Di_rendermi","Ale",0.240549828178694,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Johann Adolph Hasse","high",2,2315,"Se_e","Ale",0.232142857142857,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_1sd_Per",-7.77634395151998,"Johann Adolph Hasse","high",3,2288,"Chi_vive","Ale",0.227678571428571,0.131177384293843,0.0986661602147051,0.107418237443746,0.125201083411938
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Baldassare Galuppi","high",1,1144,"Son_regina","Did",0.3421926910299,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Baldassare Galuppi","high",2,2035,"Cosi_stupisce","Art",0.313253012048193,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Baldassare Galuppi","high",3,2024,"Va_tra","Art",0.310344827586207,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Davide Perez","low",1,1941,"Mi_scacci","Art",0.100558659217877,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Davide Perez","low",2,105,"Se_resto","Did",0.109452736318408,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Davide Perez","low",3,255,"Fra_tutte","Did",0.11063829787234,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Niccolò Jommelli","high",1,366,"Fosca_nube","Did",0.307142857142857,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Niccolò Jommelli","high",2,919,"Per_lei","Dem",0.301369863013699,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Niccolò Jommelli","high",3,922,"Sperai_vicino","Dem",0.299019607843137,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Johann Adolph Hasse","high",1,2311,"Di_rendermi","Ale",0.36426116838488,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Johann Adolph Hasse","high",2,2315,"Se_e","Ale",0.314285714285714,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2SD_Per",-10.0639355761857,"Johann Adolph Hasse","high",3,232,"Ombra_cara","Did",0.314207650273224,0.225239456011116,0.177780706159347,0.213755553462665,0.216545565523542
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Baldassare Galuppi","low",1,2043,"Perche_tarda","Art",0.25,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Baldassare Galuppi","low",2,1144,"Son_regina","Did",0.255813953488372,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Baldassare Galuppi","low",3,109,"Se_resto","Did",0.264925373134328,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Davide Perez","high",1,1350,"Se_mai","Ale",0.5,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Davide Perez","high",2,1989,"Non_e","Art",0.475,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Davide Perez","high",3,1071,"Ombra_dell","Ale",0.46031746031746,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Niccolò Jommelli","low",1,344,"Tu_mi_scorgi","Did",0.245791245791246,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Niccolò Jommelli","low",2,2398,"Mi_scacci","Art",0.251572327044025,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Niccolò Jommelli","low",3,941,"Sperai_vicino","Dem",0.25296442687747,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Johann Adolph Hasse","low",1,2159,"Cosi_stupisce","Art",0.208510638297872,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Johann Adolph Hasse","low",2,2320,"Dove_si","Ale",0.225274725274725,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Chords_Grouping_2T_Per",8.86034728345633,"Johann Adolph Hasse","low",3,2309,"Se_viver","Ale",0.233695652173913,0.345385045279441,0.383847453698278,0.336588098939233,0.327207685161082
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Baldassare Galuppi","high",1,1268,"Se_la","Ale",0.3,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Baldassare Galuppi","high",2,1213,"Prudente_mi","Dem",0.285714285714286,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Baldassare Galuppi","high",3,1211,"Padre_perdona","Dem",0.25,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Davide Perez","low",1,2758,"Dal_labro","Adr",0,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Davide Perez","low",2,2759,"Sprezza_il","Adr",0,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Davide Perez","low",3,2760,"Prigioniera_abbandonata","Adr",0,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Niccolò Jommelli","high",1,2382,"Bramar_di","Art",0.333333333333333,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Niccolò Jommelli","high",2,2399,"Se_dun","Art",0.333333333333333,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Niccolò Jommelli","high",3,2233,"Tu_vuoi","Art",0.333333333333333,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Johann Adolph Hasse","high",1,2142,"Se_del","Art",0.333333333333333,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Johann Adolph Hasse","high",2,2284,"Vil_trofeo","Ale",0.285714285714286,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_Modulatory_vi",-5.39435603057179,"Johann Adolph Hasse","high",3,738,"Spera_si","Ale",0.285714285714286,0.10547093837535,0.0639332544612048,0.135620374457584,0.107602858722262
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Baldassare Galuppi","high",1,1147,"Tu_mi_scorgi","Did",0.188118811881188,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Baldassare Galuppi","high",2,1240,"Il_suo","Dem",0.137071651090343,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Baldassare Galuppi","high",3,705,"Dove_si","Ale",0.136968085106383,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Davide Perez","low",1,2758,"Dal_labro","Adr",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Davide Perez","low",2,2759,"Sprezza_il","Adr",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Davide Perez","low",3,2760,"Prigioniera_abbandonata","Adr",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Niccolò Jommelli","low",1,1571,"Vedrai_con","Ale",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Niccolò Jommelli","low",2,1576,"Vil_trofeo","Ale",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Niccolò Jommelli","low",3,1572,"Chi_vive","Ale",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Johann Adolph Hasse","low",1,2723,"Dal_labro","Adr",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Johann Adolph Hasse","low",2,2724,"Sprezza_il","Adr",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"Harmony_Key_iii_PercentageMeasures",-7.6655315711122,"Johann Adolph Hasse","low",3,2726,"E_vero","Adr",0,0.0385478589935768,0.0124600299551543,0.00896934815772817,0.0106747290454628
"NumericTempo",5.26930135236625,"Baldassare Galuppi","low",1,2488,"Tu_vuoi","Art",38,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Baldassare Galuppi","low",2,677,"Se_amore","Ale",40,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Baldassare Galuppi","low",3,708,"Ombra_dell","Ale",40,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Davide Perez","high",1,719,"Serbati_a","Ale",180,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Davide Perez","high",2,129,"Cadra_fra","Did",168,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Davide Perez","high",3,1344,"Chi_vive","Ale",152,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Niccolò Jommelli","low",1,2099,"Per_quel","Art",40,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Niccolò Jommelli","low",2,500,"Padre_perdona","Dem",40,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Niccolò Jommelli","low",3,91,"Se_tutti","Dem",40,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Johann Adolph Hasse","high",1,2093,"Spiega_i","Art",220,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Johann Adolph Hasse","high",2,2298,"O_sugli","Ale",200,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"NumericTempo",5.26930135236625,"Johann Adolph Hasse","high",3,2299,"Senza_procelle","Ale",200,89.184,97.7935483870968,88.7213114754098,97.6703910614525
"PartBs_Degree1_Per_relative",7.75175969467434,"Baldassare Galuppi","low",1,666,"A_trionfar","Did",0.129204892966361,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Baldassare Galuppi","low",2,677,"Se_amore","Ale",0.154411764705882,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Baldassare Galuppi","low",3,2030,"Londa_dal","Art",0.158208955223881,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Davide Perez","high",1,1070,"Son_confusa","Ale",0.53030303030303,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Davide Perez","high",2,1350,"Se_mai","Ale",0.529411764705882,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Davide Perez","high",3,2765,"Infelice_invan","Adr",0.523346303501946,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Niccolò Jommelli","high",1,934,"Odo_il","Dem",0.718855218855219,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Niccolò Jommelli","high",2,348,"Se_dalle","Did",0.682178217821782,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Niccolò Jommelli","high",3,2420,"Cosi_stupisce","Art",0.631217838765009,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Johann Adolph Hasse","low",1,192,"Vedi_nel","Did",0.121301775147929,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Johann Adolph Hasse","low",2,2725,"Dopo_un","Adr",0.123745819397993,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree1_Per_relative",7.75175969467434,"Johann Adolph Hasse","low",3,2288,"Chi_vive","Ale",0.135897435897436,0.275112191830426,0.341136695957396,0.323197502390238,0.250548205685847
"PartBs_Degree2_Per_relative",-8.17604397601377,"Baldassare Galuppi","high",1,708,"Ombra_dell","Ale",0.121212121212121,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Baldassare Galuppi","high",2,2017,"Rendimi_il","Art",0.119672131147541,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Baldassare Galuppi","high",3,679,"Frangi_la","Ale",0.106382978723404,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Davide Perez","low",1,1350,"Se_mai","Ale",0,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Davide Perez","low",2,2773,"Digli_che_un","Adr",0.0035971223021582,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Davide Perez","low",3,2766,"Ah_ingrato","Adr",0.0042105263157894,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Niccolò Jommelli","high",1,222,"Vivi_superbo","Did",0.142191142191142,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Niccolò Jommelli","high",2,200,"Tu_mi_scorgi","Did",0.13589364844904,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Niccolò Jommelli","high",3,2179,"Figlio_se","Art",0.124324324324324,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Johann Adolph Hasse","high",1,2282,"E_prezzo","Ale",0.186968838526912,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Johann Adolph Hasse","high",2,2304,"E_ver","Ale",0.175257731958763,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree2_Per_relative",-8.17604397601377,"Johann Adolph Hasse","high",3,2724,"Sprezza_il","Adr",0.146953405017921,0.0559078457884879,0.035288284642889,0.055653086354689,0.0655878573829371
"PartBs_Degree3_Per_relative",-7.23547427345671,"Baldassare Galuppi","high",1,1281,"Se_viver","Ale",0.223300970873786,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Baldassare Galuppi","high",2,701,"Il_regno","Ale",0.205985915492958,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Baldassare Galuppi","high",3,686,"Se_dalle","Did",0.204787234042553,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Davide Perez","low",1,1380,"Se_troppo","Ale",0.0295081967213114,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Davide Perez","low",2,1070,"Son_confusa","Ale",0.0324675324675324,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Davide Perez","low",3,719,"Serbati_a","Ale",0.034090909090909,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Niccolò Jommelli","low",1,373,"Va_crescendo","Did",0.0053475935828877,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Niccolò Jommelli","low",2,934,"Odo_il","Dem",0.0252525252525252,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Niccolò Jommelli","low",3,2413,"Non_e","Art",0.0254777070063694,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Johann Adolph Hasse","low",1,2300,"Sommi_dei","Ale",0.0151515151515151,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Johann Adolph Hasse","low",2,2105,"Tu_vuoi","Art",0.0291005291005291,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree3_Per_relative",-7.23547427345671,"Johann Adolph Hasse","low",3,724,"Sappresti_omai","Ale",0.0401785714285714,0.126715768461588,0.0993077746344583,0.0911956030075352,0.108525339643342
"PartBs_Degree4_Per_relative",-4.81735043405723,"Baldassare Galuppi","high",1,1267,"Chi_vive","Ale",0.22979797979798,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Baldassare Galuppi","high",2,701,"Il_regno","Ale",0.227112676056338,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Baldassare Galuppi","high",3,1212,"Se_ardire","Dem",0.212271973466003,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Davide Perez","low",1,710,"Destrier_che","Ale",0.0361077111383108,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Davide Perez","low",2,2765,"Infelice_invan","Adr",0.0544747081712062,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Davide Perez","low",3,691,"Vil_trofeo","Ale",0.0544918998527245,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Niccolò Jommelli","low",1,2420,"Cosi_stupisce","Art",0.0377358490566037,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Niccolò Jommelli","low",2,382,"Infidel_ti","Did",0.0505287896592244,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Niccolò Jommelli","low",3,358,"Datre_nubi","Did",0.0528068506184586,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
"PartBs_Degree4_Per_relative",-4.81735043405723,"Johann Adolph Hasse","low",1,727,"Se_possono","Ale",0.0606060606060606,0.145205402243457,0.122551860946893,0.12047391773043,0.128411160241418
